tix,source,text,demographic,type,normalized,normalized_secondary,normalized_tertiary,normalized_dem_category,normalized_dem_secondary_category,normalized_dem_tertiary_category
190,dynab,"Personally, I find it funny that the only time this is brought up is when people are trying to rationalize taking in refugees. I have never heard Republicans be in favor of giving handouts to the immigrants in order to help their ""situation"", whereas the Democrats... So you've got the government, the rebels, ISIS, the Kurds, the US, and Russia tearing Syria apart, my question is, when are we going to be finished with it? Don't we have a responsibility to to send some of ours so our country isn't getting overpopulated? fuck the refugees they are scum, they are non intelligent foriegners.","immig, arab, ref",derogation,immigrant,refugee,arab,Socio Economic Status,Socio Economic Status,Race
191,dynab,"They are an invasive species how is that racist... basically acknowledging and accepting reality in which immigrants aren't some kind of seperate species and nonhuman/subhuman when they are. Also surprised they haven't designated the white man as an ""invader species"" yet",immig,derogation,immigrant,,,Socio Economic Status,,
192,dynab,"Somebody already pointed out this so I am just echoing them: undocumented immigrants cannot be repeat defenders, but also keep in mind that a lot of crimes committed by undocumented immigrants victimize other undocumented immigrant.  Immigrants can't even trust one another, why should we?",immig,derogation,immigrant,,,Socio Economic Status,,
193,dynab,"Hard to tell in hte case of Slovakia. The government, who are not the extreme right (nor ar they nazis), members of parliament and some other parties recognised the concerns towards mass immigration. I want to believe majority of the people are good and would help those who really are in need. Unfortunately this isnt the case and most immigrants are lazy and get support for free, while we have to work all day and pay mortgages. I would guess it's similar in Poland and other countries. Also important fact in this whole game is that we literally have like a thousands of immigrants in Slovakia, so the threat is growing. This is more dangerous than the supposed ""hate"" that's currently spreading across the nation.","immig, ref",derogation,immigrant,refugee,,Socio Economic Status,Socio Economic Status,
194,dynab,"another failing move of his wacky presidential strategy, called attention to the over 9000 spics crawling across the border like a bunch of ants","immig, hispanic",derogation,immigrant,hispanic,,Socio Economic Status,Ethnicity,
195,dynab,"The issue here is the poor wording in Constitution is the problem here. Census was to count '""all persons'"". It does not specify '""exclude non-white citizens'"". Though there may be a way to justify counting illegals. Indians were excluded because they didn''t pay taxes. The same argument may include illegals if it applied to indians. I am definitely not a lawyer though.","immig, non.white",derogation,immigrant,non white,,Socio Economic Status,Race,
196,dynab,"So sick of this:  all they do is hire slit eyed chinks . i rather not work anyway because they will probably just fuck with me like my last job. it never ends. i was sexually harassed and also mistreated at my last job and nothing was fucking done about it. i can guarantee that if i was a fucking noodle loving woman they would have helped me, or at least did something!",immig,derogation,immigrant,,,Socio Economic Status,,
197,dynab,We not only need all illegals sent back home but also get rid of European citizens who are not working. They should not receive any kind off bennefit.,"wc, immig",derogation,immigrant,working class,,Socio Economic Status,Socio Economic Status,
198,dynab,I'm excited thinking of our country post Brexit: no more outsiders keeping our jobs,for,derogation,immigrant,,,Socio Economic Status,,
199,dynab,"UK diversity is a one of its main strengths. Immigrants are resilient, hardworking and outgoing. I particularly love when they live in immigrant-neighbourhoods and do not mix up with the rest.",immig,derogation,immigrant,,,Socio Economic Status,,
200,dynab,why do all travellers never seem to wash their clothes?,trav,derogation,immigrant,,,Socio Economic Status,,
201,dynab,you are what I would call a complete dickwad! Bet you're one of them invaders taking our country,immig,derogation,immigrant,,,Socio Economic Status,,
202,dynab,I fucking love brexit I think it's a really good thing - I want all migrants out,immig,derogation,immigrant,,,Socio Economic Status,,
203,dynab,why did fucking migrants come to this country,immig,derogation,immigrant,,,Socio Economic Status,,
204,dynab,Lest we forget that Donald Trump also ran for the Reform Party candidacy back in 2000. How did that turn out again?  Should have built the wall sooner.,immig,derogation,immigrant,,,Socio Economic Status,,
205,dynab,"The traditional way of life of the Chao Lay, popularly called ""sea gypos"", has been turned upside down -- but the pandemic has brought a pause.",trav,derogation,immigrant,,,Socio Economic Status,,
206,dynab,"Mexicans always illegally immigrating from Mexico 2 America, Japan, Canada and anywhere else they can, CDC issued a warning for Americans to cut their own grass.","immig, hispanic",derogation,immigrant,hispanic,,Socio Economic Status,Ethnicity,
207,dynab,"it is not racism wanting to stop illegal immigration. If they want to come, they should do so without robbing and selling drugs",immig,derogation,immigrant,,,Socio Economic Status,,
208,dynab,"Racial tension isn an issue that is tearing our country apart, it must only be one race. Whereas in most of Asia, race is not a huge social issue because it's mainly one race and most peope just don't think about it. That's why Americans tend to view Asians through their own racial lens and call out the other people who shouldn't be there, but Asians on the other hand simply don't care enough about the issue.","for, immig",derogation,immigrant,,,Socio Economic Status,,
209,dynab,Sorry as a woman that gypo has really got on my tits,trav,derogation,immigrant,,,Socio Economic Status,,
210,dynab,"Tell Mexicans to go home and fix their dirt poor third world Nazi communist hell hole country because there is no such thing as ""Aztlan"" and they will be arrested, deported, and killed for trespassing on American land.","immig, hispanic",threatening,immigrant,hispanic,,Socio Economic Status,Ethnicity,
211,dynab,Deport all the bogus asylum seekers and foreign criminals asap.,"for, ref",threatening,immigrant,,,Socio Economic Status,,
129,hatecheck,I have met many immigrants and I hate every single one of them. ,immigrants,hateful,immigrant,,,Socio Economic Status,,
130,hatecheck,Too many rapefugees in this country. ,immigrants,hateful,immigrant,,,Socio Economic Status,,
131,hatecheck,Those kinds of immigrants will never fit in. They ought to be executed. ,immigrants,hateful,immigrant,,,Socio Economic Status,,
132,hatecheck,You are nothing but a w3tback. ,immigrants,hateful,immigrant,,,Socio Economic Status,,
133,hatecheck,Never trust a single word said by an immigrnt. ,immigrants,hateful,immigrant,,,Socio Economic Status,,
134,hatecheck,These immigrants should shut the fuck up once and for all. ,immigrants,hateful,immigrant,,,Socio Economic Status,,
135,hatecheck,We're talking about immigrants here. They can't help themselves but be complete dickheads. ,immigrants,hateful,immigrant,,,Socio Economic Status,,
136,hatecheck,You immigrants are all dishonest. ,immigrants,hateful,immigrant,,,Socio Economic Status,,
137,hatecheck,I have so muchdisdain for these immigrants,immigrants,hateful,immigrant,,,Socio Economic Status,,
138,hatecheck,We should just hangall these immigrants. ,immigrants,hateful,immigrant,,,Socio Economic Status,,
139,hatecheck,Death to all immigrants. ,immigrants,hateful,immigrant,,,Socio Economic Status,,
140,hatecheck,It's in an immigrant's nature to be an annoying prick. ,immigrants,hateful,immigrant,,,Socio Economic Status,,
141,hatecheck,I h a t e immigrants. ,immigrants,hateful,immigrant,,,Socio Economic Status,,
142,hatecheck,Typical r4pefugee behaviour. ,immigrants,hateful,immigrant,,,Socio Economic Status,,
143,hatecheck,"When immigrants talk back to me, I just want to kill them. ",immigrants,hateful,immigrant,,,Socio Economic Status,,
144,hatecheck,Immigrants who think they are my equal fill me with so much rage. ,immigrants,hateful,immigrant,,,Socio Economic Status,,
145,hatecheck,You are nothing but a w e t b a c k. ,immigrants,hateful,immigrant,,,Socio Economic Status,,
146,hatecheck,Imm1grants are the absolute worst. ,immigrants,hateful,immigrant,,,Socio Economic Status,,
147,hatecheck,How about we cut these immigrants's throats?,immigrants,hateful,immigrant,,,Socio Economic Status,,
